N,P,K,temperature,humidity,ph,rainfall,label
92.41,49.5,43.85,25.18,77.38,7.23,178.3,Jute
76.05,49.24,42.78,24.84,89.11,7.16,181.54,Jute
69.74,46.38,40.18,25.02,83.19,6.81,176.5,Jute
87.2,42.13,44.24,22.96,87.28,6.73,187.53,Jute
83.64,49.66,41.39,25.11,78.36,7.14,161.44,Jute
79.95,52.72,42.49,24.85,78.03,7.09,166.63,Jute
97.51,46.97,36.15,23.6,80.22,6.8,199.62,Jute
69.62,47.75,37.35,24.13,88.42,6.32,182.34,Jute
83.93,47.35,41.3,23.63,88.28,7.47,175.59,Jute
104.23,45.01,41.0,25.57,77.7,6.23,154.85,Jute
100.61,44.19,39.54,23.67,84.74,6.46,168.86,Jute
83.0,40.85,39.55,25.55,82.14,6.8,177.69,Jute
76.11,59.98,37.97,24.66,80.58,7.13,188.79,Jute
79.68,49.32,40.82,22.8,72.06,6.52,167.98,Jute
68.01,52.18,40.01,24.34,73.72,6.73,142.17,Jute
78.37,47.89,40.6,23.33,81.12,6.36,164.84,Jute
87.18,60.09,40.13,23.89,80.94,7.1,182.76,Jute
107.43,43.03,40.63,25.66,87.43,6.02,174.96,Jute
94.85,65.57,41.76,24.22,74.95,7.58,184.11,Jute
71.52,46.23,40.78,24.91,75.5,6.52,154.34,Jute
110.4,25.36,31.17,27.28,61.1,6.47,161.62,Coffee
100.63,35.29,30.78,24.82,65.24,6.81,129.06,Coffee
115.33,29.78,30.71,26.76,57.17,6.74,149.49,Coffee
85.25,21.26,31.42,24.32,68.05,6.8,185.84,Coffee
101.25,29.11,27.02,26.74,61.9,6.64,193.38,Coffee
93.94,26.71,30.82,24.33,59.06,6.62,150.58,Coffee
113.09,18.06,32.81,26.33,57.16,6.27,113.29,Coffee
92.05,34.04,29.86,26.95,56.9,6.68,142.25,Coffee
90.34,26.83,28.34,23.57,59.09,6.53,184.45,Coffee
109.37,35.12,31.8,25.92,53.86,6.54,170.18,Coffee
114.57,31.79,33.1,24.21,58.37,6.61,182.17,Coffee
98.55,26.98,31.72,24.09,68.04,6.28,116.73,Coffee
100.1,38.12,31.47,26.44,60.21,6.46,124.67,Coffee
77.41,28.73,33.28,25.93,63.12,6.9,164.49,Coffee
98.77,22.38,35.06,26.16,55.28,6.21,184.13,Coffee
89.63,39.09,23.11,27.28,62.43,6.53,153.77,Coffee
118.91,31.92,27.74,23.35,60.89,6.5,125.2,Coffee
99.45,23.91,30.02,26.41,67.46,6.73,142.17,Coffee
103.69,27.89,26.67,26.0,69.28,6.51,123.62,Coffee
100.3,19.91,32.16,26.16,59.15,6.42,152.99,Coffee
100.08,22.67,26.53,26.92,58.07,6.54,163.56,Coffee
103.22,20.16,25.81,24.76,61.98,6.32,149.96,Coffee
121.27,15.97,28.11,27.87,59.78,6.32,182.34,Coffee
100.55,25.32,30.48,24.68,54.91,6.47,136.02,Coffee
100.11,29.72,32.13,26.91,57.97,6.62,167.97,Coffee
103.28,24.5,27.43,26.13,51.47,6.43,103.24,Coffee
86.64,22.02,32.74,26.36,57.23,6.68,176.36,Coffee
98.39,18.85,29.48,25.38,53.84,6.59,163.45,Coffee
104.45,29.24,31.82,25.28,61.01,6.4,145.08,Coffee
113.38,14.73,32.19,24.72,56.25,6.57,125.85,Coffee
91.84,22.19,29.45,24.49,68.01,6.95,114.53,Coffee
105.44,32.87,31.36,24.68,58.78,6.31,148.57,Coffee
87.9,26.78,26.24,25.25,53.76,6.55,143.06,Coffee
102.91,34.26,33.97,22.34,55.83,6.42,167.28,Coffee
83.5,21.36,30.33,25.61,61.89,6.61,164.7,Coffee
101.94,27.85,31.66,22.7,67.72,5.95,134.57,Coffee
97.73,31.7,22.51,25.46,63.96,6.75,142.68,Coffee
96.99,23.65,29.02,24.21,55.55,6.61,160.3,Coffee
104.92,28.84,31.76,26.6,51.29,6.29,152.58,Coffee
99.77,23.31,32.28,27.97,60.93,6.52,175.55,Coffee
81.34,27.68,32.45,24.7,53.87,6.45,156.21,Coffee
90.91,40.6,28.8,24.06,59.53,6.73,157.87,Coffee
104.86,22.05,33.72,26.2,65.24,6.59,175.03,Coffee
91.27,24.43,33.37,27.45,54.26,6.56,148.34,Coffee
93.03,29.28,32.85,26.06,58.4,6.63,149.85,Coffee
104.12,36.23,24.81,26.5,52.3,6.81,143.96,Coffee
87.82,31.85,30.91,24.25,53.74,6.45,131.91,Coffee
89.39,28.22,27.59,26.03,67.45,6.46,160.27,Coffee
120.18,20.08,32.98,26.84,64.27,6.82,163.46,Coffee
94.17,34.34,32.83,26.88,60.22,6.32,161.57,Coffee
109.42,33.9,28.93,25.89,53.46,6.75,140.85,Coffee
107.85,20.32,32.58,25.9,56.09,6.67,144.95,Coffee
107.5,25.79,25.7,24.27,57.85,6.84,176.65,Coffee
116.24,37.84,28.66,25.26,57.94,6.33,118.37,Coffee
99.85,19.47,29.91,28.14,57.45,6.55,176.77,Coffee
102.8,29.33,29.09,25.21,55.2,6.71,120.49,Coffee
109.71,18.73,32.41,25.06,53.84,6.64,177.24,Coffee
95.62,32.0,24.29,23.85,66.46,6.44,117.93,Coffee
93.01,21.73,29.59,25.04,60.89,6.48,186.39,Coffee
104.25,30.36,32.91,25.01,53.69,6.8,160.39,Coffee
101.39,23.54,28.46,26.56,64.92,6.7,174.35,Coffee
105.69,28.32,29.56,27.01,58.13,6.59,140.41,Coffee
93.41,26.02,27.99,26.5,53.26,6.52,160.32,Coffee
81.89,24.74,30.64,26.04,58.98,6.67,155.18,Coffee
100.14,29.07,32.32,24.66,57.57,6.33,150.44,Coffee
114.26,31.08,27.17,24.75,61.86,6.27,142.09,Coffee
113.45,23.67,32.39,27.07,56.33,6.28,151.63,Coffee
89.11,28.26,29.49,25.95,66.98,6.7,167.9,Coffee
80.34,30.27,34.31,21.74,63.45,6.46,139.44,Coffee
108.01,38.19,31.94,25.04,55.28,6.54,176.05,Coffee
96.13,25.69,37.06,26.85,65.75,6.13,142.47,Coffee
100.75,21.24,34.0,27.26,57.33,6.95,157.41,Coffee
125.89,28.4,31.44,27.25,66.39,6.63,154.5,Coffee
105.14,22.4,30.38,24.11,51.1,6.51,184.32,Coffee
109.26,26.99,34.37,24.79,50.41,5.95,132.4,Coffee
108.17,23.53,31.15,27.56,54.5,6.62,168.95,Coffee
91.39,35.96,29.28,25.02,70.56,6.63,177.16,Coffee
113.55,23.43,33.12,24.87,57.28,6.43,144.28,Coffee
108.22,29.17,28.77,26.34,58.62,6.42,158.53,Coffee
104.63,29.94,29.09,26.56,58.89,6.34,126.3,Coffee
109.83,27.58,30.53,26.81,57.61,6.16,158.98,Coffee
103.08,25.86,33.68,22.39,65.6,6.7,167.21,Coffee
66.64,35.52,27.43,24.87,59.15,6.6,171.09,Coffee
108.93,32.6,30.63,26.02,54.55,6.31,176.53,Coffee
108.37,32.02,28.71,26.64,54.19,6.77,151.96,Coffee
116.84,17.99,34.41,25.05,58.1,6.55,142.69,Coffee
99.28,22.89,28.25,26.11,55.49,6.31,128.33,Coffee
94.96,35.7,27.89,24.59,60.97,6.41,204.85,Coffee
98.37,29.6,32.36,26.66,61.17,6.46,200.51,Coffee
99.0,24.74,28.39,23.34,64.11,5.91,157.38,Coffee
97.95,41.5,25.42,24.37,59.32,6.45,145.82,Coffee
99.19,19.63,30.89,22.6,59.87,6.35,179.1,Coffee
117.55,25.43,33.48,25.1,55.17,6.94,168.57,Coffee
100.04,31.79,30.69,25.41,53.37,6.43,170.74,Coffee
98.77,33.14,30.96,24.4,53.4,6.46,146.36,Coffee
103.36,23.01,28.46,26.82,60.74,6.32,157.87,Coffee
113.79,29.34,31.48,24.56,65.13,7.08,140.68,Coffee
88.18,28.6,32.19,25.39,54.73,6.47,170.21,Coffee
95.93,31.3,32.91,25.8,59.86,6.71,139.31,Coffee
90.45,25.83,28.77,24.5,69.15,7.04,149.98,Coffee
100.92,26.33,32.77,27.13,51.11,6.62,129.73,Coffee
117.58,30.25,27.94,25.2,58.56,6.63,179.64,Coffee
88.52,38.99,34.01,24.41,60.36,6.93,183.7,Coffee
96.63,32.59,37.49,25.63,56.84,6.54,162.74,Coffee
94.75,30.26,26.86,24.67,63.79,6.06,176.69,Coffee
79.88,16.68,28.75,25.86,66.63,6.51,152.26,Coffee
105.8,22.06,30.35,24.0,60.41,6.47,140.41,Coffee
101.65,28.49,32.94,23.49,59.62,6.31,175.98,Coffee
107.54,30.67,28.24,26.61,52.35,6.07,130.39,Coffee
99.67,31.72,22.56,27.15,60.66,6.11,159.65,Coffee
110.93,31.25,32.75,23.79,57.93,6.27,194.0,Coffee
106.39,45.29,28.83,24.59,59.29,6.84,149.72,Coffee
101.24,28.1,30.1,24.68,59.31,6.45,157.34,Coffee
109.44,38.5,27.9,25.01,55.87,6.55,146.06,Coffee
102.4,34.4,23.69,26.11,57.7,6.62,138.45,Coffee
111.96,33.21,31.42,26.49,56.27,6.35,173.49,Coffee
92.32,36.54,29.19,26.13,70.5,6.32,158.96,Coffee
110.54,33.45,29.18,24.85,58.83,6.86,151.57,Coffee
100.78,24.83,31.76,25.69,54.98,6.26,115.03,Coffee
91.69,32.46,33.31,26.36,62.77,6.47,173.97,Coffee
